;identifier;titulo;descripcion;autor;fecha_publicacion;idioma;descargas;tamano;temas;formato;url;topics;data;num_favoritos;num_revisions;m4b_links
37;msw_029_poetry_prose_2107_librivox;Multilingual Short Works Collection 029 - Poetry & Prose;"LibriVox recording of Multilingual Short Works Collection 029 - Poetry & Prose by Various. Read in Multilingual by rfuentesg; Przemysław Wierzbowski; Alexandre Ivan Kard; lorda; Guy Lederfein; Ruti Pape; Sonia; DS; Piotr Nater; Victor Seremet; Livia F.; Hanna Ponomarenko This is our 29th collection of short pieces, poetry or prose, fiction and non-fiction, in several different languages (except standard English) as listed below. All chosen and recorded by Librivox volunteers. - Summary by ToddHW 1. Catalan - Só qui só que no só io - 0:53 Joan Timoneda Link to text Keywords: Poesia catalana, Timoneda, só qui só, Flor d'enamorats 2. Esperanto - Ĉu estas land’?… - 1:55 Leon Zamenhof Link to text Keywords: poetry, poem, Leon Zamenhof 3. French - La Bergère et le ramoneur - 10:02 H. C. Andersen Link to text 4. German - Roman: Marien Sehnsucht - 5:36 Joseph von Eichendorff Link to text Keywords: multilingual, german, outline 5. German - Und Satan lachte … - 15:23 Ludwig Jacobowski Link to...";['Various'];2021-07-28T00:00:00Z;['mul'];86152;611209826;['librivox', 'audiobooks', 'multilingual'];audio;https://archive.org/details/msw_029_poetry_prose_2107_librivox;librivox, audiobooks, multilingual;2021-07-28;2;86152;[{'url': 'https://archive.org/download/msw_029_poetry_prose_2107_librivox/MSWC029_librivox.m4b', 'text': 'M4B Audiobook (100MB)'}]
38;christianity_18th19thcentury1_2110_librivox;Christianity in the 18th and 19th Century, Volume 1;"LibriVox recording of Christianity in the 18th and 19th Century, Volume 1 by Various. Read in English by InTheDesert The 30 works in this volume are arranged thematically around the following headings: materialism or anti-supernaturalism (responses to David Friedrich Strauss , David Hume , Thomas Henry Huxley , sermons about natural religion and its limits), church and state or politics (contrasting perspectives from Britain, America and the Netherlands), the office of the pastor (sermons, opinions on church government, evidence from the early church, personal experiences, principles for preaching), sermons and miscellaneous pieces (theology and history). Note: ""Receipt"" in the title of section 2 means ""recipe"". - Summary by InTheDesert For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader,...";['Various'];2021-10-26T00:00:00Z;['eng'];74012;2666270226;['librivox', 'audiobooks', 'politics', 'Christianity', 'collection', 'bible', 'slavery', 'apocrypha', 'sermons', 'materialism', 'David Hume', 'preaching', 'justification', 'regeneration', 'church and state', 'marrow controversy', 'presbyterianism', 'pastor', 'higher criticism', 'writings', 'anti-supernaturalism', 'david friedrich strauss', 'thomas henry huxley', 'natural religion', 'church government', 'bishops', 'evangelicalism', 'clapham sect', 'horae homileticae'];audio;https://archive.org/details/christianity_18th19thcentury1_2110_librivox;librivox, audiobooks, politics, Christianity, collection, bible, slavery, apocrypha, sermons, materialism, David Hume, preaching, justification, regeneration, church and state, marrow controversy, presbyterianism, pastor, higher criticism, writings, anti-supernaturalism, david friedrich strauss, thomas henry huxley, natural religion, church government, bishops, evangelicalism, clapham sect, horae homileticae;2021-10-26;7;74012;[{'url': 'https://archive.org/download/christianity_18th19thcentury1_2110_librivox/Christianity18C19C101-15_librivox.m4b', 'text': 'M4B Audiobook 01-15 (235MB)'}, {'url': 'https://archive.org/download/christianity_18th19thcentury1_2110_librivox/Christianity18C19C116-30_librivox.m4b', 'text': 'M4B Audiobook 16-30 (180MB)'}]
39;mythsandlegendsaroundtheworld-collection06_2101_librivox;Myths and Legends Around the World - Collection 06;"LibriVox recording of Myths and Legends Around the World - Collection 06 by Various. Read in English by Annie Mars; Sonrisa Jones; Colleen McMahon; Daryl Hanson; Nathan McDonald; Lewis West; Maddie Ruth; Phil Schempf You get to choose what you want to read! ([i]All recordings in English[/i]) So long as the source is Public Domain for you, any short story or chapter that tells of legends, heroes, myths, or ancient lore, is welcome. We are looking for representations of many different cultures within each collection. If you have questions of whether a source is Public Domain for you ([i]remember that if you live outside the U.S., public domain laws may be more strict for you[/i]), I recommend asking about that in this project's discussion before you begin recording. Simply post the question with a link to the source you've found. :) Limit of 2 sections per reader in a given Myths & Legends collection. - Summary by Lynette Caulkins For further information, including links to online text,...";['Various'];2021-01-23T00:00:00Z;['eng'];157134;583084255;['librivox', 'audiobooks', 'fairy tales', 'myths', 'Legends', 'folklore', 'heroes', 'lore'];audio;https://archive.org/details/mythsandlegendsaroundtheworld-collection06_2101_librivox;librivox, audiobooks, fairy tales, myths, Legends, folklore, heroes, lore;2021-01-23;16;157134;[{'url': 'https://archive.org/download/mythsandlegendsaroundtheworld-collection06_2101_librivox/MythsLegends06_librivox.m4b', 'text': 'M4B Audiobook (95MB)'}]
40;great_events_famous_historians_6_2104_librivox;The Great Events by Famous Historians, Volume 6;"LibriVox recording of The Great Events by Famous Historians, Volume 6 by Charles F. Horne; Rossiter Johnson; John Rudd. Read in English by realisticspeakers; Owlivia; Tom Haire; Colleen McMahon; Piotr Nater; Ryan Fahey; harleyholland123; Marya James; Rowan Puttergill; raghavdhandi8; Louis Hehman; jenno; saward; Alan Mapstone; KevinS A comprehensive and readable account of the world's history, emphasizing the more important events, and presenting these as complete narratives in the master-words of the most eminent historians. This is volume 6 of 22, covering from 1162-1300 AD. - Summary Adapted from the Title Page For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook 00-19 (230MB) M4B Audiobook 20-39 (217MB)";"['Charles F. Horne; Rossiter Johnson; John Rudd']";2021-04-29T00:00:00Z;['eng'];89183;2704745232;"['librivox', 'audiobooks', 'egypt', 'Japanese', 'Jerusalem', 'constantinople', 'William Wallace', 'hanseatic league', 'magna charta', 'edward i', 'mongol empire', 'genghis khan', 'teutonic knights', 'innocent iii', 'saladin', ""thomas a'becket"", 'peace of constance', 'lombard cities', 'third crusade', 'philip of france', 'eastern latin empire', 'golden bull', 'tartar hordes', 'marmelukes', 'mad parliment', 'louis xi', 'house of hapsburg', 'expulsion of jews from england']";audio;https://archive.org/details/great_events_famous_historians_6_2104_librivox;librivox, audiobooks, egypt, Japanese, Jerusalem, constantinople, William Wallace, hanseatic league, magna charta, edward i, mongol empire, genghis khan, teutonic knights, innocent iii, saladin, thomas a'becket, peace of constance, lombard cities, third crusade, philip of france, eastern latin empire, golden bull, tartar hordes, marmelukes, mad parliment, louis xi, house of hapsburg, expulsion of jews from england;2021-04-29;10;89183;[{'url': 'https://archive.org/download/great_events_famous_historians_6_2104_librivox/GreatEvents00-19_librivox.m4b', 'text': 'M4B Audiobook 00-19 (230MB)'}, {'url': 'https://archive.org/download/great_events_famous_historians_6_2104_librivox/GreatEvents20-39_librivox.m4b', 'text': 'M4B Audiobook 20-39 (217MB)'}]
41;mswcollection_030_2111_librivox;Multilingual Short Works Collection 030 - Poetry & Prose;"LibriVox recording of Multilingual Short Works Collection 030 - Poetry & Prose by Various. Read in Multilingual by Melina Hristova; Melina Hristova; Verla Viera; Christiane Jehanne; Christiane Jehanne; Christiane Jehanne; Christiane Jehanne; Christiane Jehanne; czandra; lorda; Nathan Lewin; Piotr Nater; Mayah; Livia F.; Maria Agustina Von; Mireia Castillón; Mireia Castillón; Maria Agustina Von; Maria Agustina Von; Hanna Ponomarenko This is our 30th collection of short pieces, poetry or prose, fiction and non-fiction, in several different languages (except standard English) as listed below. All chosen and recorded by Librivox volunteers. - Summary by ToddHW 1. Bulgarian - Змейново любе [Zmeynovo lyube] - 2:51 Пенчо П. Славейков Link to text Keywords: Пенчо, Славейков, Змейново любе, Епически песни, Яна, Yana, змей, dragon, стихии, nature deity, българска поезия, поема, poem, епос, epic, epos, фолклор, folklore, народна песен, крадена булка, stolen bride, змейова сватба, dragon wedding,...";['Various'];2021-11-29T00:00:00Z;['mul'];134165;494322822;['librivox', 'audiobooks'];audio;https://archive.org/details/mswcollection_030_2111_librivox;librivox, audiobooks, ;2021-11-29;2;134165;[{'url': 'https://archive.org/download/mswcollection_030_2111_librivox/MSWC030_librivox.m4b', 'text': 'M4B Audiobook (50MB)'}]
42;4sfstoriesbymackreynolds_2105_librivox;4 SF Stories by Mack Reynolds;LibriVox recording of 4 SF Stories by Mack Reynolds by Mack Reynolds. Read in English by Phil Chenevert 4 Science Fiction Stories by the quirky Mack Reynolds from the golden age of SF, the 1950s - Summary by phil chenever For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (45MB);['Mack Reynolds'];2021-05-29T00:00:00Z;['eng'];183213;289616769;['librivox', 'audiobooks'];audio;https://archive.org/details/4sfstoriesbymackreynolds_2105_librivox;librivox, audiobooks, ;2021-05-29;11;183213;[{'url': 'https://archive.org/download/4sfstoriesbymackreynolds_2105_librivox/4SFSroriesReynolds_librivox.m4b', 'text': 'M4B Audiobook (45MB)'}]
43;ghohor050_2104_librivox;Short Ghost and Horror Collection 050;LibriVox recording of Short Ghost and Horror Collection 050 by Various. Read in English by Librivox Volunteers A collection of twenty stories featuring ghoulies, ghosties, long-legged beasties and things that go bump in the night. Expect shivers up your spine, the stench of human flesh, the sound of a monstrous howl, and the occasional touch of wonder. For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (175.8MB);['Various'];2021-04-06T00:00:00Z;['eng'];110568;1068570274;['librivox', 'audiobooks'];audio;https://archive.org/details/ghohor050_2104_librivox;librivox, audiobooks, ;2021-04-06;11;110568;[{'url': 'https://archive.org/download/ghohor050_2104_librivox/SGHC050_librivox.m4b', 'text': 'M4B Audiobook (175.8MB)'}]
44;adventureofthecopperbeeches_2108_librivox;The Adventure of the Copper Beeches;"LibriVox recording of The Adventure of the Copper Beeches by Sir Arthur Conan Doyle. Read in English by Phil Chenevert; Phil Chenevert; Phil Chenevert A governess comes to Sherlock Holmes for advice on an offer of a excellent position with a new employer. But the conditions are odd and expectations strange. What is behind the smiling demeanor of the owner of the Copper Beeches house? Sherlock is happy to help this lady with her conundrum and save lives as a consequence. For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (29MB)";['Sir Arthur Conan Doyle'];2021-08-14T00:00:00Z;['eng'];127762;185394946;['librivox', 'audiobooks', 'Sherlock Holmes', 'Detective', 'Mystery'];audio;https://archive.org/details/adventureofthecopperbeeches_2108_librivox;librivox, audiobooks, Sherlock Holmes, Detective, Mystery;2021-08-14;7;127762;[{'url': 'https://archive.org/download/adventureofthecopperbeeches_2108_librivox/AdventureCopperBeeches_librivox.m4b', 'text': 'M4B Audiobook (29MB)'}]
45;an_american_tragedy_vol2_2108_librivox;An American Tragedy, Volume 2;LibriVox recording of An American Tragedy, Volume 2 by Theodore Dreiser. Read in English by Tatiana Chichilla The saga of Clyde, Roberta, and Sondra continues in volume 2 of 2. Social-climbing Clyde Griffiths wants nothing more than to marry the wealthy Sondra Finchley and ascend to the highest levels of Upstate New York society. However, there is a glaring obstacle in his way: Roberta's pregnancy. Both had hoped to keep their illicit relationship a secret, but if Clyde can't find a doctor willing to help them, something must be done. Perhaps something drastic . . . The tense and thrilling conclusion to Dreiser's genre-defining novel of love, pain, the law, and the spirit. - Summary by Tatiana Chichilla For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook...;['Theodore Dreiser'];2021-08-04T00:00:00Z;['eng'];138969;2596692212;['librivox', 'audiobooks', 'romance', 'Crime', 'love triangle', 'roaring 20s', 'based on a true story'];audio;https://archive.org/details/an_american_tragedy_vol2_2108_librivox;librivox, audiobooks, romance, Crime, love triangle, roaring 20s, based on a true story;2021-08-04;4;139389;[{'url': 'https://archive.org/download/an_american_tragedy_vol2_2108_librivox/AmericanTragedy201-21_librivox.m4b', 'text': 'M4B Audiobook 01-21 (177MB)'}, {'url': 'https://archive.org/download/an_american_tragedy_vol2_2108_librivox/AmericanTragedy222-43_librivox.m4b', 'text': 'M4B Audiobook 22-43 (244MB)'}]
46;americantragedy_vol1_2106_librivox;An American Tragedy, Volume 1;LibriVox recording of An American Tragedy, Volume 1 by Theodore Dreiser. Read by Tatiana Chichilla Loosely based on a true story, this is the tale of Clyde Griffiths. At a young age, Clyde realizes that money and influence can get him the finer things in life. As a young man, he finds himself torn between the poor but virtuous Roberta, and Sondra the wealthy socialite. Can there be a happy resolution to this love triangle? Follow Clyde throughout his young life as he struggles to figure out whether he can truly have everything he wants. This is volume 1 of 2. - Summary by Tatiana Chichilla For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook 01-28 (216MB) M4B Audiobook 29-57 (215MB);['Theodore Dreiser'];2021-06-27T00:00:00Z;['eng'];145947;2708591300;['librivox', 'audiobooks', 'romance', 'love triangle', 'roaring 20s', 'based on a true story'];audio;https://archive.org/details/americantragedy_vol1_2106_librivox;librivox, audiobooks, romance, love triangle, roaring 20s, based on a true story;2021-06-27;3;146348;[{'url': 'https://archive.org/download/americantragedy_vol1_2106_librivox/AmericanTragedy01-28_librivox.m4b', 'text': 'M4B Audiobook 01-28 (216MB)'}, {'url': 'https://archive.org/download/americantragedy_vol1_2106_librivox/AmericanTragedy29-57_librivox.m4b', 'text': 'M4B Audiobook 29-57 (215MB)'}]
47;ablemclaughlins_2105_librivox;The Able McLaughlins;"LibriVox recording of The Able McLaughlins by Margaret Wilson. Read by Warren Kati The Able McLaughlins won the Pulitzer Prize for a novel in 1924 in Margaret Wilson's debut work. Aptly described as ""Little House on the Prairie - but for adults"" the novel follows a group of Scottish families who pioneer the Iowa prairie in the 1860’s. The main storyline concerns Wully, the eldest McLaughlin son, who returns home from the Civil War to find that his sweetheart, Chirstie, has experienced an unspeakable tragedy that will profoundly affect the couple's lives. Their story is one of shame and honor, secrets and guilt, fear and loathing, revenge and forgiveness. But perhaps the stars of the novel are the strong older women such as Wully’s mother, Isobel, whose love and matriarchal strength keeps the family together as well as Chirstie’s stepmother, Barbara, who finds ways to make her good-for-nothing husband keep his promises. Interlaced with the plots are richly detailed descriptions of...";['Margaret Wilson'];2021-05-25T00:00:00Z;['eng'];117632;1325546601;['librivox', 'audiobooks', 'forgiveness', 'Scottish', 'Pulitzer prize', 'revenge', 'pioneer', 'prairie life', 'matriarch'];audio;https://archive.org/details/ablemclaughlins_2105_librivox;librivox, audiobooks, forgiveness, Scottish, Pulitzer prize, revenge, pioneer, prairie life, matriarch;2021-05-25;3;117632;[{'url': 'https://archive.org/download/ablemclaughlins_2105_librivox/AbleMcLaughlins_librivox.m4b', 'text': 'M4B Audiobook (222MB)'}]
48;reformationcollection3_2109_librivox;The Reformation Collection Volume 3;"LibriVox recording of The Reformation Collection Volume 3 by Various. Read in English by InTheDesert This volume of the Reformation collection, begins with John Calvin's summary of the contents for the Bible from the preface to the Geneva Bible. Catherine Parr, last wife of Henry VIII, contributes her ""Prayers or Meditations"", intended as a shortened Protestant equivalent to Thomas à Kempis' The Imitation of Christ. Next come accounts of trials and martyrdoms: Walter Mill, the last martyr of Scotland, John Bradford, an anonymous account of Protestants in Norfolk and Suffolk to commissioners sent by Mary I, Hugh Latimer's examination as an old man and the execution of Henry Grey, father of Lady Jane Grey. Following these are a series of prayers: Lady Jane Grey, John Knox, Edward VI as well as Knox's instructions on prayer. Knox also gives instructions for Christian gatherings in a time of persecution and John Wycliffe gives a rule of conduct for Christians in various life...";['Various'];2021-09-30T00:00:00Z;['eng'];103298;2452490125;"['librivox', 'audiobooks', 'bible', 'Protestant', 'sacraments', 'sermons', 'Gospels', 'henry viii', 'Reformation', 'prayers', 'Church of England', 'rebellion', 'polygamy', 'martyrdom', 'dancing', 'roman catholic', ""lord's supper"", 'church and state', 'usury', 'mass', 'confirmation', 'geneva bible', 'walter mill', 'mary i', 'alms', 'michael servetus']";audio;https://archive.org/details/reformationcollection3_2109_librivox;librivox, audiobooks, bible, Protestant, sacraments, sermons, Gospels, henry viii, Reformation, prayers, Church of England, rebellion, polygamy, martyrdom, dancing, roman catholic, lord's supper, church and state, usury, mass, confirmation, geneva bible, walter mill, mary i, alms, michael servetus;2021-09-30;8;103769;[{'url': 'https://archive.org/download/reformationcollection3_2109_librivox/ReformationCollection301-20_librivox.m4b', 'text': 'M4B Audiobook  01-20 (159MB)'}, {'url': 'https://archive.org/download/reformationcollection3_2109_librivox/ReformationCollection321-40_librivox.m4b', 'text': 'M4B Audiobook  21-40 (221MB)'}]
49;ecc2_2111_librivox;The Early Church Collection Volume 2;LibriVox recording of The Early Church Collection Volume 2. Read in English by InTheDesert. This collection begins with Augustine's response to the charge that Christians, unlike anyone else in the world, believe in things that cannot be seen, two works on christology from Athanasius and Augustine's exposition of the Apostles' Creed. Next come two responses from church leaders on what to do when Christians have participated in idolatry (Cyprian's after the Decian persecution). After some shorter works including all the extant fragments from Papias, there are a large number of works from Rufinus: translator and editor of many of the works of Origen who suffered considerable censure for his labors as can be seen from the content of his prefaces. There follow many short work from the early Christian apologists (whose works are mostly lost), two ethical treatises from Hippolytus and some short historical accounts. The Early Church Collection, Volume 1 (Summary by InTheDesert) For further...;[];2021-11-04T00:00:00Z;['eng'];114535;1521623643;"['librivox', 'audiobooks', 'faith', 'apostle', 'theology', 'apologetics', 'heresy', 'biblical commentary', 'christology', ""apostles' creed"", 'lapsi', 'manichean']";audio;https://archive.org/details/ecc2_2111_librivox;librivox, audiobooks, faith, apostle, theology, apologetics, heresy, biblical commentary, christology, apostles' creed, lapsi, manichean;2021-11-04;3;114899;[{'url': 'https://archive.org/download/ecc2_2111_librivox/EarlyChurchCollection2_librivox.m4b', 'text': 'M4B Audiobook (235MB)'}]
50;el_crimen_de_gramercy_park_2103_librivox;El crimen de Gramercy Park;LibriVox recording of El crimen de Gramercy Park by Anna Katharine Green. (Translated by Unknown.) Read in Spanish by Victor Villarraza Obra maestra de la «madre de la novela de detectives», Anna Katharine Green, conocida como la Agatha Christie victoriana. El misterio de Gramercy Park, publicado en 1897, es la décima novela policíaca de Anna K. Green y la primera en la que se introduce el inolvidable personaje de Amelia Butterworth(precursora de la señorita Marple), dama soltera y detective aficionada, que aparecerá en otras dos novelas, Lost Man’s Lane y The Circular Study. Pero además de la aparición de este personaje seminal que dará pie a posteriores creaciones dentro de la ficción policial, en El misterio de Gramercy Park destaca un intrincado argumento de cuidada construcción y un magnífico retrato de la sociedad de la época, los últimos años del siglo XIX en Norteamérica - Summary by Phileas Fogg For further information, including links to online text, reader information, RSS...;['Anna Katharine Green'];2021-03-20T00:00:00Z;['spa'];240629;1282360114;['librivox', 'audiobooks', 'Mystery', 'miss butterworth', 'that affair next door'];audio;https://archive.org/details/el_crimen_de_gramercy_park_2103_librivox;librivox, audiobooks, Mystery, miss butterworth, that affair next door;2021-03-20;5;240629;[{'url': 'https://archive.org/download/el_crimen_de_gramercy_park_2103_librivox/CrimenGramercyPark_librivox.m4b', 'text': 'M4B Audiobook (203.2MB)'}]
51;americantragedy_vol1_2106_librivox;An American Tragedy, Volume 1;LibriVox recording of An American Tragedy, Volume 1 by Theodore Dreiser. Read by Tatiana Chichilla Loosely based on a true story, this is the tale of Clyde Griffiths. At a young age, Clyde realizes that money and influence can get him the finer things in life. As a young man, he finds himself torn between the poor but virtuous Roberta, and Sondra the wealthy socialite. Can there be a happy resolution to this love triangle? Follow Clyde throughout his young life as he struggles to figure out whether he can truly have everything he wants. This is volume 1 of 2. - Summary by Tatiana Chichilla For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook 01-28 (216MB) M4B Audiobook 29-57 (215MB);['Theodore Dreiser'];2021-06-27T00:00:00Z;['eng'];146348;2708591300;['librivox', 'audiobooks', 'romance', 'love triangle', 'roaring 20s', 'based on a true story'];audio;https://archive.org/details/americantragedy_vol1_2106_librivox;librivox, audiobooks, romance, love triangle, roaring 20s, based on a true story;2021-06-27;3;146348;[{'url': 'https://archive.org/download/americantragedy_vol1_2106_librivox/AmericanTragedy01-28_librivox.m4b', 'text': 'M4B Audiobook 01-28 (216MB)'}, {'url': 'https://archive.org/download/americantragedy_vol1_2106_librivox/AmericanTragedy29-57_librivox.m4b', 'text': 'M4B Audiobook 29-57 (215MB)'}]
52;snf088_2112_librivox;Short Nonfiction Collection, Vol. 088;"LibriVox recording of Short Nonfiction Collection, Vol. 088 by Various. Read in English by LibriVox Volunteers ""With opinions, possession is more than nine points of the law. It is next to impossible to dislodge them."" Woodrow Wilson's Study of Administration examines public opinion's role in politics. It is one of 20 nonfiction readings chosen by the readers. Other faceted topics in volume 088 include culinary taste (Stewed Eels) the existence of the supernatural (Mayo v. Satan; Previsionary Dream); slavery (The Constitution and the Slave; A Scrap of Curious History); peace and war (Bumping into the Bolshevists; Russians as I Knew Them; Bogdan Chmielnicki; Armistice; International Peace) and culture (Who Thinks Abstractly; Apollo or Dionysus; Landscape Painting; the College Glee Club; Tagore's Reminiscences; and Frances Burnett). Rounding out the volume are a survey of Martinique, and a medical treatise on the Organs of the Human Voice. (Summary by Sue Anderson) For further...";['Various'];2021-12-24T00:00:00Z;['eng'];107588;1221032613;['librivox', 'audiobooks', 'slave', 'Russia', 'abolition', 'voice', 'dream', 'Tagore', 'nobel peace prize', 'eel', 'martinique', 'chmielnicki', 'bolshevist', 'baku', 'azerbaijan', 'glee club', 'armistice'];audio;https://archive.org/details/snf088_2112_librivox;librivox, audiobooks, slave, Russia, abolition, voice, dream, Tagore, nobel peace prize, eel, martinique, chmielnicki, bolshevist, baku, azerbaijan, glee club, armistice;2021-12-24;3;107588;[{'url': 'https://archive.org/download/snf088_2112_librivox/SNFC088_librivox.m4b', 'text': 'M4B Audiobook (198MB)'}]
53;artofconversation_2107_librivox;The Art of Conversation: Twelve Golden Rules;"LibriVox recording of The Art of Conversation: Twelve Golden Rules by Josephine Turck Baker. Read in English as a dramatic reading. Many of us find it challenging to speak to other people, for various reasons. Some of us are afraid of being called a bore. Others are worried that we will be accused of hogging attention. Many of us simply don't know what to talk about. This book is an entertaining and enlightening manual that may be able to help. Through a series of twelve dialogues between a man and a woman, we are introduced to twelve ""golden rules"" that will help us navigate the waters of interpersonal communication. (Summary by Devorah Allen) He: Read by KevinS She: Read by Devorah Allen For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (29MB)";['Josephine Turck Baker'];2021-07-04T00:00:00Z;['eng'];75264;182442418;['librivox', 'audiobooks', 'speech', 'dialogue', 'conversation', 'tact', 'dramatic reading'];audio;https://archive.org/details/artofconversation_2107_librivox;librivox, audiobooks, speech, dialogue, conversation, tact, dramatic reading;2021-07-04;21;74866;[{'url': 'https://archive.org/download/artofconversation_2107_librivox/ArtConversation_librivox.m4b', 'text': 'M4B Audiobook (29MB)'}]
54;snf084_2107_librivox;Short Nonfiction Collection, Vol. 084;"LibriVox recording of Short Nonfiction Collection, Vol. 084 by Various. Read by LibriVox Volunteers Ghosts everywhere, and of any colour,"" was the promise of Spectropia, a book of ""surprising spectral illusions"" published in 1863. Optical illusions were among the twenty vol. 084 topics, chosen by their readers, which were concerned with science, technology, and medicine, including the societal implications of decision making in these fields: (The Equality of Inertial and Gravitational Mass; The Machine That Thinks; Rocks For Homes; Ottawa Illinois Radiation Area; Florence Nightingale to Her Nurses; Cincinnati's ""Old Cunny; and Buck v. Bell). This Troubled World, a 1938 essay by Eleanor Roosevelt, is joined by others with a sociological focus: (The Graves of the Fallen; The American Indian in the Great War (1921); A Letter to a Hindu: The Subjection of India (1908); and Not Revolution, but Evolution). Rational thought is explored in both philosophic and religious contexts (Ascending...";['Various'];2021-07-29T00:00:00Z;['eng'];95841;1063510763;['librivox', 'audiobooks', 'WWI', 'relativity', 'ghosts', 'eugenics', 'Gospels', 'nursing', 'optics', 'hamilton', 'ottawa', 'cemeteries', 'typesetting', 'riots', 'optical illusion', 'imperial war graves commission', 'radium 226', 'radium dial inc', 'radium girls', 'stone masonry', 'stone cutting', 'granite', 'marble', 'sandstone', 'buck v. bell', 'body snatching', 'burr', 'danzig'];audio;https://archive.org/details/snf084_2107_librivox;librivox, audiobooks, WWI, relativity, ghosts, eugenics, Gospels, nursing, optics, hamilton, ottawa, cemeteries, typesetting, riots, optical illusion, imperial war graves commission, radium 226, radium dial inc, radium girls, stone masonry, stone cutting, granite, marble, sandstone, buck v. bell, body snatching, burr, danzig;2021-07-29;4;95841;[{'url': 'https://archive.org/download/snf084_2107_librivox/SNF084_librivox.m4b', 'text': 'M4B Audiobook (172MB)'}]
55;ghohor050_2104_librivox;Short Ghost and Horror Collection 050;LibriVox recording of Short Ghost and Horror Collection 050 by Various. Read in English by Librivox Volunteers A collection of twenty stories featuring ghoulies, ghosties, long-legged beasties and things that go bump in the night. Expect shivers up your spine, the stench of human flesh, the sound of a monstrous howl, and the occasional touch of wonder. For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (175.8MB);['Various'];2021-04-06T00:00:00Z;['eng'];110940;1068570274;['librivox', 'audiobooks'];audio;https://archive.org/details/ghohor050_2104_librivox;librivox, audiobooks, ;2021-04-06;11;110568;[{'url': 'https://archive.org/download/ghohor050_2104_librivox/SGHC050_librivox.m4b', 'text': 'M4B Audiobook (175.8MB)'}]
56;bailen_2105_librivox;Bailén (Version 2);"LibriVox recording of Bailén (Version 2) by Benito Pérez Galdós. Read in Spanish by Alexelmagno. Rescatado de entre un montón de muertos y una vez recuperado de sus graves heridas, con las alas y el instinto que proporciona el amor, Gabriel pone rumbo a Andalucía en compañía de un nuevo y extraño personaje, D. Luis de Santorcaz. Córdoba y Bailén serán los escenarios de sus nuevas aventuras: allí encontrará el amante a quien desesperadamente busca; aquí vivirá el soldado el terrible enfrentamiento entre los españoles y la ""canalla"" francesa. (Summary by Alejandro Castillo) For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (216MB)";['Benito Pérez Galdós'];2021-05-18T00:00:00Z;['spa'];157706;1341928284;['librivox', 'audiobooks', 'episodios nacionales', 'napoleon', 'galdós', 'bailén', 'guerra de la independencia'];audio;https://archive.org/details/bailen_2105_librivox;librivox, audiobooks, episodios nacionales, napoleon, galdós, bailén, guerra de la independencia;2021-05-18;1;157706;[{'url': 'https://archive.org/download/bailen_2105_librivox/Bailen2_librivox.m4b', 'text': 'M4B Audiobook (216MB)'}]
57;spc220_2110_librivox;Short Poetry Collection 220;LibriVox recording of Short Poetry Collection 220 by Various. This is a collection of 44 poems read in English by LibriVox volunteers for September 2021. For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (56MB);['Various'];2021-10-01T00:00:00Z;['eng'];74503;356557647;['librivox', 'audiobooks', 'poetry collection', 'short poetry', 'long poetry'];audio;https://archive.org/details/spc220_2110_librivox;librivox, audiobooks, poetry collection, short poetry, long poetry;2021-10-01;4;74503;[{'url': 'https://archive.org/download/spc220_2110_librivox/SPC220_librivox.m4b', 'text': 'M4B Audiobook (56MB)'}]
